gameId,target,speaker1,speaker2,group1,group2,sameGroup,similarity,participantPair,window
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1ACD2B6QR45E93SRAYX5VB,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,B,1,0.43755149841308594,01KJ1ACD2B6QR45E93SRAYX5VB_01KJ1AD4HAYZZ2TP80YYVT6CS2,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1ACD2B6QR45E93SRAYX5VB,01KJ1ADF5M161B12EA40N9T0MS,B,C,0,0.21474230289459229,01KJ1ACD2B6QR45E93SRAYX5VB_01KJ1ADF5M161B12EA40N9T0MS,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1ACD2B6QR45E93SRAYX5VB,01KJ1ADZ3BQAVZHF51FQ5WJ14K,B,C,0,0.29236888885498047,01KJ1ACD2B6QR45E93SRAYX5VB_01KJ1ADZ3BQAVZHF51FQ5WJ14K,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1ACD2B6QR45E93SRAYX5VB,01KJ1ADZVZREV8CZAR4J758GGY,B,A,0,0.157846137881279,01KJ1ACD2B6QR45E93SRAYX5VB_01KJ1ADZVZREV8CZAR4J758GGY,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1ACD2B6QR45E93SRAYX5VB,01KJ1AEJK9C91FE2EF1F6KAWDY,B,B,1,0.43755149841308594,01KJ1ACD2B6QR45E93SRAYX5VB_01KJ1AEJK9C91FE2EF1F6KAWDY,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1ACD2B6QR45E93SRAYX5VB,01KJ1AEMA6765ECKJ6NX8GGDF2,B,C,0,0.294058620929718,01KJ1ACD2B6QR45E93SRAYX5VB_01KJ1AEMA6765ECKJ6NX8GGDF2,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1ACD2B6QR45E93SRAYX5VB,01KJ1AH433HDWM46XC8PJAA0A7,B,A,0,0.10915802419185638,01KJ1ACD2B6QR45E93SRAYX5VB_01KJ1AH433HDWM46XC8PJAA0A7,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1AD4HAYZZ2TP80YYVT6CS2,01KJ1ADF5M161B12EA40N9T0MS,B,C,0,0.6603788137435913,01KJ1AD4HAYZZ2TP80YYVT6CS2_01KJ1ADF5M161B12EA40N9T0MS,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1AD4HAYZZ2TP80YYVT6CS2,01KJ1ADZ3BQAVZHF51FQ5WJ14K,B,C,0,0.6050490736961365,01KJ1AD4HAYZZ2TP80YYVT6CS2_01KJ1ADZ3BQAVZHF51FQ5WJ14K,phase1_final
01KJ121CTDA8X8M3KFS5Z0C2DA,page1-128,01KJ1AD4HAYZZ2TP80YYVT6CS2,01KJ1ADZVZREV8CZAR4J758GGY,B,A,0,0.27644652128219604,01KJ1AD4HAYZZ2TP80YYVT6CS2_01KJ1ADZVZREV8CZAR4J758GGY,phase1_final
